DeviceName,Brand,technology,gprs,edge,announced,status,dimensions,weight,sim,size,card_slot,battery,stand_by_hours,talk_time_hours,cpu,internal_memory_mb,os,primary_camera_mp
Huawei Fusion 2 U8665,Huawei,GSM / HSPA,Yes,Yes,"2012, October","Available. Released 2012, October",115.8 x 61 x 11.7 mm (4.56 x 2.40 x 0.46 in),124.2 g (4.37 oz),Mini-SIM,3.5 inches (~51.6% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1400 mAh battery,350,5,800 MHz Cortex-A5,4096,"Android OS, v2.3 (Gingerbread)",
Huawei Ascend P1 LTE,Huawei,GSM / HSPA / LTE,Yes,Yes,"2012, October","Available. Released 2012, October",132.5 x 65.4 x 9.9 mm (5.22 x 2.57 x 0.39 in),135 g (4.76 oz),Mini-SIM,4.3 inches (~58.8% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 2000 mAh battery,,,Dual-core 1.5 GHz Krait,4096,"Android OS, v4.0 (Ice Cream Sandwich)",
Huawei Ascend W1,Huawei,GSM / HSPA,Yes,Yes,"2013, January","Available. Released 2013, January",124.5 x 63.7 x 10.5 mm (4.90 x 2.51 x 0.41 in),130 g (4.59 oz),Mini-SIM,4.0 inches (~57.4% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1950 mAh battery,460,8,Dual-core 1.2 GHz Krait,4096,Microsoft Windows Phone 8,
Huawei Summit,Huawei,GSM / HSPA,Yes,Yes,"2012, October","Available. Released 2012, October",115.8 x 59.9 x 12.2 mm (4.56 x 2.36 x 0.48 in),125 g (4.41 oz),Mini-SIM,3.5 inches (~52.6% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1400 mAh battery,216,7,600 MHz Cortex-A5,512,"Android OS, v2.3.6 (Gingerbread)",
Huawei Ascend Y,Huawei,CDMA / EVDO,No,No,"2012, October","Available. Released 2012, October",116.8 x 61 x 11.7 mm (4.60 x 2.40 x 0.46 in),125 g (4.41 oz),Mini-SIM,3.5 inches (~51.2% screen-to-body ratio),"microSD, 32 GB, 2 GB included",Removable Li-Ion 1400 mAh battery,300,7,800 MHz Cortex-A5,256,"Android OS, v2.3 (Gingerbread)",
Huawei Honor 2,Huawei,GSM / HSPA,Yes,Yes,"2012, October","Available. Released 2012, November",134 x 67.5 x 10.5 mm (5.28 x 2.66 x 0.41 in),145 g (5.11 oz),Yes,4.5 inches (~61.7% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 2230 mAh battery,541,13,Quad-core 1.4 GHz Cortex-A9,8192,"Android OS, v4.0 (Ice Cream Sandwich)",
Huawei G5520,Huawei,GSM,Yes,No,"2011, June","Available. Released 2011, June",115.8 x 49.2 x 12.7 mm (4.56 x 1.94 x 0.5 in),-,Dual SIM (Mini-SIM),2.4 inches (~31.3% screen-to-body ratio),"microSD, 8192",Removable Li-Ion 1000 mAh battery,,,,,,
Huawei G6800,Huawei,GSM / HSPA,Yes,Yes,2012,Available. Released 2012,117 x 59 x 12.2 mm (4.61 x 2.32 x 0.48 in),-,Dual SIM (Mini-SIM),2.8 inches (~35.2% screen-to-body ratio),"microSD, 16 GB",Removable Li-Ion battery,,,,40,,
Huawei Ascend Y201 Pro,Huawei,GSM / HSPA,Class 12,Class 12,"2012, August","Available. Released 2012, October",117 x 61.5 x 11.7 mm (4.61 x 2.42 x 0.46 in),125 g (4.41 oz),Yes,3.5 inches (~50.7% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1400 mAh battery,500,5,800 MHz Cortex-A5,4096,"Android OS, v4.0 (Ice Cream Sandwich)",
Huawei Ascend W3,Huawei,GSM / HSPA / LTE,Yes,Yes,"Exp. announcement 2013, January",Cancelled,132 x 67 x 10 mm (5.20 x 2.64 x 0.39 in),-,Micro-SIM,4.5 inches (~63.1% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion battery,,,Dual-core,1024,Microsoft Windows Phone 8,
Huawei Ascend G500,Huawei,GSM / HSPA,Yes,Yes,"2012, November","Available. Released 2012, November",130 x 65 x 11 mm (5.12 x 2.56 x 0.43 in),156 g (5.50 oz),Dual SIM (Mini-SIM),4.3 inches (~60.3% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 1930 mAh battery,,,1.0 GHz Cortex-A9,4096,"Android OS, v4.0.4 (Ice Cream Sandwich)",
Huawei Ascend D2,Huawei,GSM / HSPA,Yes,Yes,"2013, January","Available. Released 2013, March",140 x 71 x 9.4 mm (5.51 x 2.80 x 0.37 in),170 g (6.00 oz),Micro-SIM,5.0 inches (~69.3% screen-to-body ratio),No,Removable Li-Ion 3000 mAh battery,144,,Quad-core 1.5 GHz Cortex-A9,32768,"Android OS, v4.1 (Jelly Bean)",
Huawei Ascend Mate,Huawei,GSM / HSPA,Class 10,Class 10,"2013, January","Available. Released 2013, March",163.5 x 85.7 x 9.9 mm (6.44 x 3.37 x 0.39 in),198 g (6.98 oz),Micro-SIM,6.1 inches (~73.2% screen-to-body ratio),"Yes, 64 GB",Non-removable Li-Ion 4050 mAh battery,1100,50,Quad-core 1.5 GHz Cortex-A9,8192,"Android OS, v4.1 (Jelly Bean), upgradable to v4.2.2 (Jelly Bean)",
Huawei Ascend G510,Huawei,GSM / HSPA,Yes,Yes,"2013, January","Available. Released 2013, April",134 x 67 x 9.9 mm (5.28 x 2.64 x 0.39 in),150 g (5.29 oz),Optional Dual SIM (Mini-SIM),4.5 inches (~62.2% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1700 mAh battery,320,5,Dual-core 1.2 GHz Cortex-A5,4096,"Android OS, v4.1 (Jelly Bean)",
Huawei Ascend G615,Huawei,GSM / HSPA,Class 10,Class 10,"2013, January","Available. Released 2013, March",134 x 67.5 x 10.5 mm (5.28 x 2.66 x 0.41 in),145 g (5.11 oz),Mini-SIM,4.5 inches (~60.2% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 2150 mAh battery,360,11,Quad-core 1.4 GHz Cortex-A9,8192,"Android OS, v4.0 (Ice Cream Sandwich), upgradable to v4.1 (Jelly Bean)",
Huawei Ascend P2,Huawei,GSM / HSPA / LTE,Yes,Yes," 2013, February","Available. Released 2013, April",136.2 x 66.7 x 8.4 mm (5.36 x 2.63 x 0.33 in),122 g (4.30 oz),Micro-SIM,4.7 inches (~67.0% screen-to-body ratio),No,Removable Li-Ion 2420 mAh battery,310,,Quad-core 1.5 GHz Cortex-A9,16384,"Android OS, v4.1.2 (Jelly Bean)",
Lenovo IdeaPad S2,Lenovo,GSM / HSPA,Yes,Yes,"2012, January","Available. Released 2012, September",-,580 g (1.28 lb),Mini-SIM,10.0 inches,"microSD, 32 GB",Non-removable Li-Ion 1350 mAh battery,,9,Dual-core 1.5 GHz Krait,32768,"Android OS, v4.0 (Ice Cream Sandwich)",5
Lenovo LePhone S2,Lenovo,GSM / HSPA,Yes,Yes,"2012, January","Available. Released 2012, March",122 x 60 x 10.9 mm (4.80 x 2.36 x 0.43 in),120 g (4.23 oz),Mini-SIM,3.8 inches (~56.1% screen-to-body ratio),No,Removable Li-Ion 1500 mAh battery,,7,Dual-core 1.4 GHz Cortex-A9,8192,"Android OS, v2.3.4 (Gingerbread)",8
Lenovo LePad S2005,Lenovo,GSM / HSPA,Yes,Yes,"2011, November","Available. Released 2011, December",155.5 x 81.7 x 10 mm (6.12 x 3.22 x 0.39 in),198 g (6.98 oz),Mini-SIM,5.0 inches (~56.0% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1680 mAh battery,,7,Dual-core 1.2 GHz Scorpion,8192,"Android OS, v2.3 (Gingerbread)",5
Lenovo LePad S2007,Lenovo,HSPA / EVDO,,,"2011, November","Available. Released 2012, Q4",200.2 x 127.6 x 9.7 mm (7.88 x 5.02 x 0.38 in),357 g (12.59 oz),No,7.0 inches (~55.6% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion 3780 mAh battery (14 Wh),,8,Dual-core 1.5 GHz Scorpion,16384,"Android OS, v2.3 (Gingerbread), planned upgrade to v4.0 (Ice Cream Sandwich)",8
Lenovo LePad S2010,Lenovo,HSPA / EVDO,,,"2011, November","Available. Released 2012, Q4",265.9 x 183.4 x 9.9 mm (10.47 x 7.22 x 0.39 in),670 g (1.48 lb),No,10.1 inches (~60.7% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion 7560 mAh battery (28 Wh),,11,Dual-core 1.5 GHz Scorpion,16384,"Android OS, v2.3 (Gingerbread), planned upgrade to v4.0 (Ice Cream Sandwich)",8
Lenovo IdeaPad A1,Lenovo,No cellular connectivity,No,No,"2011, November","Available. Released 2011, October",195 x 125 x 12 mm (7.68 x 4.92 x 0.47 in),400 g (14.11 oz),No,7.0 inches (~56.6% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion battery,,6,1.0 GHz Cortex-A8,16384,"Android OS, v2.3 (Gingerbread)",3.15
Lenovo IdeaPad K1,Lenovo,HSPA / EVDO,No,No,"2011, June","Available. Released 2011, July",264 x 189 x 13.3 mm (10.39 x 7.44 x 0.52 in),750 g (1.65 lb),No,10.1 inches (~59.3% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion 7400 mAh battery,,10,Dual-core 1.0 GHz Cortex-A9,16384,"Android OS, v3.1 (Honeycomb)",5
Lenovo ThinkPad,Lenovo,HSPA,No,No,"2011, June","Available. Released 2011, July",260 x 181.7 x 14 mm (10.24 x 7.15 x 0.55 in),730 g (1.61 lb),No,10.1 inches (~62.6% screen-to-body ratio),3-in-1 card reader,Non-removable Li-Po 3250 mAh battery (24.1 Wh),,,Dual-core 1.0 GHz,16384,"Android OS, v3.1 (Honeycomb), upgradable to v4.0 (Ice Cream Sandwich)",5
Lenovo K800,Lenovo,GSM / HSPA,Yes,Yes,"2012, January","Available. Released 2012, September",130.5 x 71.2 x 11 mm (5.14 x 2.80 x 0.43 in),161 g (5.68 oz),Mini-SIM,4.5 inches (~60.1% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1900 mAh battery,,,1.6 GHz,16384,"Android OS, v2.3.7 (Gingerbread)",8
Lenovo A60,Lenovo,GSM / HSPA,Yes,Yes,2011,Available,116 x 59.9 x 12.6 mm (4.57 x 2.36 x 0.50 in),135 g (4.76 oz),Dual SIM (Mini-SIM),3.5 inches (~52.5% screen-to-body ratio),"microSD, 16 GB, 2 GB included",Removable Li-Ion 1500 mAh battery,,6,650 MHz Cortex-A9,220,"Android OS, v2.3.5 (Gingerbread)",3.15
Lenovo E156,Lenovo,GSM,Yes,No,"2011, October",Available,101 x 44.3 x 14.4 mm (3.98 x 1.74 x 0.57 in),70.2 g (2.47 oz),"Dual SIM (Mini-SIM, dual stand-by)",1.5 inches (~16.2% screen-to-body ratio),"microSD, 8192",Removable Li-Ion 650 mAh battery,,4,,,,
Lenovo A336,Lenovo,GSM,Yes,Yes,"2011, October",Available,113.5 x 49 x 13.1 mm (4.47 x 1.93 x 0.52 in),92 g (3.25 oz),"Dual SIM (Mini-SIM, dual stand-by)",2.4 inches (~32.1% screen-to-body ratio),"microSD, 8192",Removable Li-Ion 1400 mAh battery,,7,,,,
Lenovo Q330,Lenovo,GSM,Yes,Yes,"2011, October",Available,103 x 58 x 13.5 mm (4.06 x 2.28 x 0.53 in),87 g (3.07 oz),"Dual SIM (Mini-SIM, dual stand-by)",2.3 inches (~27.4% screen-to-body ratio),"microSD, 8192",Removable Li-Ion 1000 mAh battery,,5,,,,2
Lenovo Q350,Lenovo,GSM,Yes,Yes,"2011, October",Available,110 x 59 x 12.5 mm (4.33 x 2.32 x 0.49 in),100 g (3.53 oz),"Dual SIM (Mini-SIM, dual stand-by)",2.3 inches (~25.2% screen-to-body ratio),"microSD, 16 GB",Removable Li-Ion 1100 mAh battery,,4,,63,,3.15
Lenovo S800,Lenovo,GSM,Yes,Yes,"2011, October",Available,120.5 x 48.5 x 13 mm (4.74 x 1.91 x 0.51 in),124 g (4.37 oz),Dual SIM (Mini-SIM),2.4 inches (~30.5% screen-to-body ratio),"microSD, 16 GB",Removable Li-Ion 650 mAh battery,,4,,,,2
Lenovo A335,Lenovo,GSM,Yes,Yes,"2012, January",Available,118.5 x 51.3 x 13.5 mm (4.67 x 2.02 x 0.53 in),102 g (3.60 oz),"Dual SIM (Mini-SIM, dual stand-by)",2.6 inches (~34.4% screen-to-body ratio),"microSD, 8192",Removable Li-Ion 1700 mAh battery,,7,,,,
Lenovo A185,Lenovo,GSM,Yes,Yes,"2011, December",Available,118 x 49.8 x 15.8 mm (4.65 x 1.96 x 0.62 in),93 g (3.28 oz),"Dual SIM (Mini-SIM, dual stand-by)",2.4 inches (~30.4% screen-to-body ratio),"microSD, 8192",Removable Li-Ion 1800 mAh battery,,7,,,,
Lenovo A65,Lenovo,GSM / HSPA,Yes,Yes,"2012, July","Available. Released 2012, July",116 x 59.9 x 12.6 mm (4.57 x 2.36 x 0.50 in),-,"Dual SIM (Mini-SIM, dual stand-by)",3.5 inches (~52.5% screen-to-body ratio),"microSD, 16 GB, 4 GB included",Removable Li-Ion 1500 mAh battery,,,650 MHz Cortex-A9,220,"Android OS, v2.3.5 (Gingerbread)",3.15
Lenovo P700i,Lenovo,GSM / HSPA,Yes,Yes,2012,"Available. Released 2013, January",125.6 x 64.6 x 12.8 mm (4.94 x 2.54 x 0.50 in),162 g (5.71 oz),"Dual SIM (Mini-SIM, dual stand-by)",4.0 inches (~56.1% screen-to-body ratio),"microSD, 32 GB, 2 GB included",Removable Li-Ion 2500 mAh battery,,22,Dual-core 1.0 GHz Cortex-A9,4096,"Android OS, v4.0.4 (Ice Cream Sandwich)",5
Lenovo K860,Lenovo,GSM / HSPA,Yes,Yes,"2012, August","Available. Released 2012, August",143.5 x 74.4 x 9.6 mm (5.65 x 2.93 x 0.38 in),193.5 g (6.81 oz),Mini-SIM,5.0 inches (~64.6% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 2250 mAh battery,,,Quad-core 1.4 GHz Cortex-A9,8192,"Android OS, v4.0.4 (Ice Cream Sandwich)",8
Lenovo A660,Lenovo,GSM / HSPA,Yes,Yes,"2012, September","Available. Released Exp. release 2012, October",125 x 65 x 10.5 mm (4.92 x 2.56 x 0.41 in),138 g (4.87 oz),Mini-SIM,4.0 inches (~56.1% screen-to-body ratio),"microSD, 32 GB, 8192 included",Removable Li-Ion 1500 mAh battery,,,Dual-core 1.0 GHz Cortex-A9,4096,"Android OS, v4.0.4 (Ice Cream Sandwich)",5
Lenovo S880,Lenovo,GSM / HSPA,Yes,Yes,"2012, August","Available. Released 2012, September",142 x 78 x 9.9 mm (5.59 x 3.07 x 0.39 in),196 g (6.91 oz),"Dual SIM (Mini-SIM, dual stand-by)",5.0 inches (~64.2% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 2250 mAh battery,,17,1.0 GHz Cortex-A9,4096,"Android OS, v4.0 (Ice Cream Sandwich)",5
Lenovo S560,Lenovo,GSM / HSPA,Yes,Yes,2012,Available,125 x 63 x 12.3 mm (4.92 x 2.48 x 0.48 in),155 g (5.47 oz),"Dual SIM (Mini-SIM, dual stand-by)",4.0 inches (~57.8% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 2000 mAh battery,,8,Dual-core 1.0 GHz Cortex-A9,4096,"Android OS, v4.0 (Ice Cream Sandwich)",5
Lenovo A60+,Lenovo,GSM / HSPA,Yes,Yes,2012,Available,115.8 x 60.8 x 11.9 mm (4.56 x 2.39 x 0.47 in),135 g (4.76 oz),"Dual SIM (Mini-SIM, dual stand-by)",3.5 inches (~51.8% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1500 mAh battery,,5,1.0 GHz Cortex-A9,256,"Android OS, v2.3.6 (Gingerbread)",2
Lenovo P770,Lenovo,GSM / HSPA,Yes,Yes,"2012, November","Available. Released 2012, November",133 x 67 x 11.9 mm (5.24 x 2.64 x 0.47 in),161 g (5.68 oz),"Dual SIM (Mini-SIM, dual stand-by)",4.5 inches (~62.6% screen-to-body ratio),"microSD, 32 GB, 8192 included",Removable Li-Ion 3500 mAh battery,,29,Dual-core 1.2 GHz Cortex-A9,4096,"Android OS, v4.1 (Jelly Bean)",5
Lenovo K900,Lenovo,GSM / HSPA,Yes,Yes,"2013, January","Available. Released 2013, April",157 x 78 x 6.9 mm (6.18 x 3.07 x 0.27 in),162 g (5.71 oz),Micro-SIM,5.5 inches (~68.1% screen-to-body ratio),No,Non-removable Li-Po 2500 mAh battery,,15,Dual-core 2.0 GHz,16384,"Android OS, v4.2 (Jelly Bean)",13
Lenovo S890,Lenovo,GSM / HSPA,Yes,Yes,"2013, January","Available. Released 2013, January",143 x 74.2 x 9.3 mm (5.63 x 2.92 x 0.37 in),176 g (6.21 oz),Dual SIM (Mini-SIM),5.0 inches (~65.0% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 2250 mAh battery,,,Dual-core 1.2 GHz Cortex-A9,4096,"Android OS, v4.1 (Jelly Bean)",8
Lenovo S720,Lenovo,GSM / HSPA,Yes,Yes,"2013, January","Available. Released 2013, January",132.3 x 68.3 x 9.9 mm (5.21 x 2.69 x 0.39 in),140 g (4.94 oz),Dual SIM (Mini-SIM),4.5 inches (~61.8% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 2000 mAh battery,,,Dual-core 1.0 GHz Cortex-A9,4096,"Android OS, v4.0.4 (Ice Cream Sandwich)",8
Lenovo A800,Lenovo,GSM / HSPA,Yes,Yes,"2013, January","Available. Released 2013, January",133.5 x 68.9 x 11.5 mm (5.26 x 2.71 x 0.45 in),155 g (5.47 oz),Dual SIM (Mini-SIM),4.5 inches (~60.7% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 2000 mAh battery,,,Dual-core 1.2 GHz Cortex-A9,4096,"Android OS, v4.0.4 (Ice Cream Sandwich)",5
Lenovo A690,Lenovo,GSM / HSPA,Yes,Yes,"2013, January","Available. Released 2013, January",124 x 65 x 11 mm (4.88 x 2.56 x 0.43 in),134 g (4.73 oz),Dual SIM (Mini-SIM),4.0 inches (~56.5% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1500 mAh battery,,,1.0 GHz Cortex-A9,512,"Android OS, v2.3.6 (Gingerbread)",3.15
Lenovo IdeaTab A2107,Lenovo,GSM / HSPA,Yes,Yes,"2013, January","Available. Released 2013, January",195.1 x 125 x 11.9 mm (7.68 x 4.92 x 0.47 in),400 g (14.11 oz),"Optional Dual SIM (Mini-SIM, dual stand-by)",7.0 inches (~56.5% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion 3550 mAh battery,,7,1.0 GHz Cortex-A9,16384,"Android OS, v4.0.3 (Ice Cream Sandwich)",3.15
Lenovo A789,Lenovo,GSM / HSPA,Yes,Yes,"2012, June","Available. Released 2012, August",126.6 x 65.4 x 13.2 mm (4.98 x 2.57 x 0.52 in),154.8 g (5.43 oz),Dual SIM (Mini-SIM),4.0 inches (~55.0% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 2000 mAh battery,,,Dual-core 1.0 GHz Cortex-A9,4096,"Android OS, v4.0.4 (Ice Cream Sandwich)",5
Lenovo IdeaTab S6000H,Lenovo,GSM / HSPA,Yes,Yes,"2013, Q1","Available. Released 2013, Q2",260 x 180 x 8.6 mm (10.24 x 7.09 x 0.34 in),560 g (1.23 lb),Yes,10.1 inches (~63.2% screen-to-body ratio),"microSD, 64 GB",Non-removable Li-Po 6350 mAh battery (23.5 Wh),,8,Quad-core 1.2 GHz Cortex-A7,32768,"Android OS, v4.2.2 (Jelly Bean)",5
Lenovo IdeaTab A3000,Lenovo,GSM / HSPA,Yes,Yes,"2013, January","Available. Released 2013, May",194 x 120 x 11 mm (7.64 x 4.72 x 0.43 in),339 g (11.96 oz),"Yes (optional), Dual SIM (optional)",7.0 inches (~59.2% screen-to-body ratio),"microSD, 64 GB",Non-removable Li-Po 3500 mAh battery,,8,Quad-core 1.2 GHz Cortex-A7,16384,"Android OS, v4.1 (Jelly Bean), upgradable to v4.2 (Jelly Bean)",5
Lenovo IdeaTab A1000,Lenovo,No cellular connectivity,No,No,"2013, January","Available. Released 2013, May",199 x 121 x 10.7 mm (7.83 x 4.76 x 0.42 in),340 g (11.99 oz),No,7.0 inches (~57.3% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Po 3500 mAh battery,,8,Dual-core 1.2 GHz Cortex-A9,4096,"Android OS, v4.1 (Jelly Bean), upgradable to v4.2 (Jelly Bean)",
Lenovo S920,Lenovo,GSM / HSPA,Class 12,Class 12,"2013, March","Available. Released 2013, May",154 x 77.7 x 7.9 mm (6.06 x 3.06 x 0.31 in),159 g (5.61 oz),Dual SIM,5.3 inches (~64.7% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 2250 mAh battery,,25,Quad-core 1.2 GHz Cortex-A7,4096,"Android OS, v4.2.1 (Jelly Bean)",8
Lenovo A390,Lenovo,GSM / HSPA,Yes,Yes,"2013, April","Available. Released 2013, April",125.6 x 64 x 10.1 mm (4.94 x 2.52 x 0.40 in),131 g (4.62 oz),Dual SIM (Mini-SIM),4.0 inches (~56.7% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1500 mAh battery,,14,Dual-core 1.0 GHz Cortex-A9,4096,"Android OS, v4.0.4 (Ice Cream Sandwich)",5
Lenovo A820,Lenovo,GSM / HSPA,Yes,Yes,2013,Available. Released 2013,135 x 68.2 x 9.9 mm (5.31 x 2.69 x 0.39 in),151 g (5.33 oz),"Dual SIM (Mini-SIM, dual stand-by)",4.5 inches (~60.6% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 2000 mAh battery,,,Quad-core 1.2 GHz Cortex-A7,4096,"Android OS, v4.1.2 (Jelly Bean)",8
Lenovo A830,Lenovo,GSM / HSPA,Yes,Yes,2013,Available. Released 2013,147 x 73 x 9.4 mm (5.79 x 2.87 x 0.37 in),165.4 g (5.82 oz),"Dual SIM (Mini-SIM, dual stand-by)",5.0 inches (~64.2% screen-to-body ratio),"microSD, 64 GB",Removable Li-Ion 2250 mAh battery,,,Quad-core 1.2 GHz Cortex-A7,4096,"Android OS, v4.2.1 (Jelly Bean)",8
Lenovo S820,Lenovo,GSM / HSPA,Yes,Yes,"2013, May","Available. Released 2013, May",139.5 x 69.7 x 9 mm (5.49 x 2.74 x 0.35 in),143 g (5.04 oz),Dual SIM,4.7 inches (~62.6% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 2000 mAh battery,,22,Quad-core 1.2 GHz Cortex-A7,8192,"Android OS, v4.2 (Jelly Bean)",12
Lenovo P780,Lenovo,GSM / HSPA,Yes,Yes,"2013, June","Available. Released 2013, June",143 x 73 x 10 mm (5.63 x 2.87 x 0.39 in),176 g (6.21 oz),Dual SIM,5.0 inches (~66.0% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 4000 mAh battery,,43,Quad-core 1.2 GHz Cortex-A7,8192,"Android OS, v4.2 (Jelly Bean)",8
Lenovo A706,Lenovo,GSM / HSPA,Yes,Yes,2013,Available. Released 2013,136 x 69 x 10.4 mm (5.35 x 2.72 x 0.41 in),130 g (4.59 oz),Dual SIM (Mini-SIM),4.5 inches (~59.5% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 2000 mAh battery,,16,Quad-core 1.2 GHz Cortex-A5,4096,"Android OS, v4.1 (Jelly Bean)",5
Lenovo S5000,Lenovo,GSM / HSPA,Yes - 3G model,Yes - 3G model,"2013, September","Available. Released 2013, November",190.5 x 116.8 x 7.6 mm (7.5 x 4.60 x 0.30 in),244.9 g (8.61 oz),Micro-SIM - 3G model,7.0 inches (~63.9% screen-to-body ratio),"microSD, 64 GB",Non-removable Li-Ion 3450 mAh battery,,8,Quad-core 1.2 GHz Cortex-A7,16384,"Android OS, v4.2 (Jelly Bean), upgradable to v4.3 (Jelly Bean)",5
Lenovo Vibe X S960,Lenovo,GSM / HSPA,Yes,Yes,"2013, September","Available. Released 2013, December",144 x 74 x 6.9 mm (5.67 x 2.91 x 0.27 in),121 g (4.27 oz),Micro-SIM,5.0 inches (~64.7% screen-to-body ratio),No,Non-removable Li-Po 2000 mAh battery,,16,Quad-core 1.5 GHz Cortex A7,16384,"Android OS, v4.2 (Jelly Bean)",13
Lenovo A850,Lenovo,GSM / HSPA,Yes,Yes,"2013, August","Available. Released 2013, August",153.5 x 79.3 x 9.5 mm (6.04 x 3.12 x 0.37 in),184 g (6.49 oz),"Dual SIM (Mini-SIM, dual stand-by)",5.5 inches (~68.5% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 2250 mAh battery,,28,Quad-core 1.3 GHz Cortex-A7,4096,"Android OS, v4.2.2 (Jelly Bean)",5
Lenovo A630,Lenovo,GSM / HSPA,Yes,Yes,"2013, September","Available. Released 2013, September",131 x 66 x 10 mm (5.16 x 2.60 x 0.39 in),159 g (5.61 oz),"Dual SIM (Mini-SIM, dual stand-by)",4.5 inches (~64.5% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 2500 mAh battery,,,Dual-core 1.0 GHz Cortex-A9,4096,"Android OS, v4.0.4 (Ice Cream Sandwich)",3.15
Lenovo Yoga Tablet 8,Lenovo,GSM / HSPA,Yes,Yes,"2013, October","Available. Released 2013, October",213 x 144 x 7.3 mm (8.39 x 5.67 x 0.29 in),401 g (Wi-Fi) / 404 g (14.25 oz),Micro-SIM,8.0 inches (~60.5% screen-to-body ratio),"microSD, 64 GB",Non-removable Li-Ion 6000 mAh battery,,18,Quad-core 1.2 GHz Cortex-A7,16384,"Android OS, v4.2 (Jelly Bean)",5
Lenovo Yoga Tablet 10,Lenovo,GSM / HSPA,Yes,Yes,"2013, October","Available. Released 2013, November",261 x 180 x 8.1 mm (10.28 x 7.09 x 0.32 in),605 g (Wi-Fi) / 610 g (1.34 lb),Micro-SIM,10.1 inches (~63.0% screen-to-body ratio),"microSD, 64 GB",Non-removable Li-Ion 9000 mAh battery,,18,Quad-core 1.2 GHz Cortex-A7,16384,"Android OS, v4.2 (Jelly Bean)",5
Lenovo Vibe Z K910,Lenovo,GSM / HSPA / LTE,Yes,Yes,"2013, November","Available. Released 2013, November",149.1 x 77 x 7.9 mm (5.87 x 3.03 x 0.31 in),145.2 g (5.11 oz),Micro-SIM,5.5 inches (~72.6% screen-to-body ratio),No,Non-removable Li-Po 3000 mAh battery,,33,Quad-core 2.2 GHz Krait 400,16384,"Android OS, v4.3 (Jelly Bean), upgradable to v4.4.2 (KitKat)",13
Lenovo A269i,Lenovo,GSM / HSPA,Yes,Yes,"2013, September","Available. Released 2013, October",-,112 g (3.95 oz),Dual SIM (Mini-SIM),3.5 inches,"microSD, 32 GB",Removable Li-Po 1300 mAh battery,,19,Dual-core 1.0 GHz Cortex-A7,256,"Android OS, v2.3 (Gingerbread)",2
Lenovo A369i,Lenovo,GSM / HSPA,Yes,Yes,"2013, Q3","Available. Released 2013, Q3",124 x 64 x 11.7 mm (4.88 x 2.52 x 0.46 in),120 g (4.23 oz),"Dual SIM (Mini-SIM, dual stand-by)",4.0 inches (~57.4% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 1500 mAh battery,,14,Dual-core 1.3 GHz Cortex-A7,4096,"Android OS, v4.2.2 (Jelly Bean)",2
Lenovo A516,Lenovo,GSM / HSPA,Yes,Yes,"2013, Q3","Available. Released 2013, Q3",132 x 66.7 x 9.9 mm (5.20 x 2.63 x 0.39 in),146 g (5.15 oz),"Dual SIM (Mini-SIM, dual stand-by)",4.5 inches (~63.4% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 2000 mAh battery,,30,Dual-core 1.3 GHz Cortex-A7,4096,"Android OS, v4.2.2 (Jelly Bean)",5
